uid,S-MHA Error,S-MHA Uncertainty,Testing Fold,E-MHA Error,E-MHA Uncertainty,E-CPV Error,E-CPV Uncertainty,E-CPV Uncertainty bins,E-MHA Uncertainty bins,S-MHA Uncertainty bins
366_F0,24.596747752497688,0.4146888,0,15.231546211727816,0.3651456952095032,16.15549442140351,7.4174939632415775,1,1,1
208_F0,18.027756377319943,0.84400374,0,17.204650534085253,0.4896786093711853,21.02379604162864,9.544963073730468,1,0,0
318_F0,37.44329045369811,0.5167601,0,12.041594578792296,0.3179200053215026,17.029386365926403,10.675674057006836,2,1,1
195_F0,11.704699910719626,0.39640126,0,4.123105625617661,0.2585913807153702,3.605551275463989,10.954456782341005,2,2,2
194_F0,15.811388300841896,0.5380543,0,16.278820596099706,0.1565894395112991,20.12461179749811,42.6346736907959,2,2,1
336_F0,8.602325267042627,0.40036157,0,12.206555615733702,0.3369243055582046,11.40175425099138,8.658745956420898,1,1,2
329_F0,41.182520563948,0.30316347,0,46.04345773288535,0.1681021153926849,55.22680508593631,20.32996940612793,2,2,2
399_F0,23.769728648009423,0.33422798,0,24.698178070456937,0.2485263958573341,20.0,10.2721360206604,2,2,2
013_F0,32.7566787083184,0.5002817,0,25.96150997149434,0.4315967261791229,24.33105012119288,5.4481205701828,0,0,1
125_F0,6.0,0.52032304,0,6.082762530298219,0.3670557081699371,6.324555320336759,6.213689613342285,0,1,1
252_F0,106.89246933250256,0.19856316,0,20.248456731316587,0.2903113722801208,27.29468812791236,33.37738800048828,2,2,2
203_F0,5.385164807134504,0.61538506,0,5.830951894845301,0.4076472133398056,2.23606797749979,3.6086583137512207,0,0,0
114_F0,4.47213595499958,0.67670023,0,6.082762530298219,0.4102283358573914,7.0,4.009778189659119,0,0,0
061_F0,68.59300255857006,0.27866623,0,8.54400374531753,0.0940154314041137,9.848857801796104,33.17952537536621,2,2,2
248_F0,3.1622776601683795,0.5861674,0,2.0,0.4097828567028045,3.605551275463989,3.998280334472656,0,0,0
064_F0,13.0,0.3468295,0,12.16552506059644,0.3740580976009369,14.317821063276352,4.982904720306396,0,1,2
234_F0,7.071067811865476,0.54045063,0,8.06225774829855,0.3771513044834137,10.198039027185567,5.834375095367432,0,1,1
393_F0,22.09072203437452,0.31603134,0,10.770329614269007,0.2501934140920639,11.40175425099138,11.585754203796387,2,2,2
332_F0,4.123105625617661,0.6562768,0,2.8284271247461903,0.4804892718791961,5.385164807134504,6.452411270141601,1,0,0
348_F0,28.231188426986208,0.33479065,0,28.792360097775937,0.328408008813858,31.95309061734092,5.780935072898865,0,1,2
