uid,S-MHA Error,S-MHA Uncertainty,Testing Fold,E-MHA Error,E-MHA Uncertainty,E-CPV Error,E-CPV Uncertainty,E-CPV Uncertainty bins,E-MHA Uncertainty bins,S-MHA Uncertainty bins
366_F0,10.44030650891055,0.5035592,0,12.041594578792296,0.2691264182329178,10.770329614269007,7.135108184814453,1,1,0
208_F0,19.209372712298546,0.4472319,0,83.09632964216891,0.1030498787760734,72.94518489934754,38.72599697113037,2,2,1
318_F0,15.297058540778355,0.5094892,0,6.4031242374328485,0.2562983214855194,9.055385138137416,8.915450763702392,1,1,0
195_F0,7.0,0.5005675,0,7.071067811865476,0.1947695523500442,24.08318915758459,35.06493721008301,2,2,0
194_F0,158.4929020492716,0.36988243,0,61.39218191268331,0.1205540657043457,96.56603957913984,33.513610649108884,2,2,2
336_F0,13.341664064126334,0.3760172,0,11.04536101718726,0.2901621729135513,15.132745950421556,6.639418554306031,1,1,1
329_F0,2.23606797749979,0.3700799,0,2.23606797749979,0.2304919630289078,3.0,5.686992025375366,0,1,2
399_F0,9.219544457292889,0.47678164,0,3.0,0.2852179229259491,4.0,4.810543060302734,0,1,1
013_F0,13.41640786499874,0.46451628,0,17.204650534085253,0.2780477285385132,13.45362404707371,7.542690944671631,1,1,1
125_F0,7.211102550927978,0.58410585,0,6.0,0.3255724877119064,5.830951894845301,6.506667113304138,1,0,0
252_F0,9.433981132056603,0.60216755,0,9.486832980505138,0.3896071463823318,6.4031242374328485,4.014927625656128,0,0,0
203_F0,12.041594578792296,0.41345435,0,15.652475842498529,0.3018370121717453,16.1245154965971,5.006513357162476,0,1,1
114_F0,12.041594578792296,0.2728731,0,9.899494936611664,0.1983664393424987,10.0,10.07888879776001,2,2,2
061_F0,2.8284271247461903,0.50324607,0,5.385164807134504,0.3174028128385543,3.0,2.8804485321044924,0,0,0
248_F0,3.1622776601683795,0.32449496,0,5.656854249492381,0.2095025897026062,3.1622776601683795,5.616821670532227,0,2,2
064_F0,7.071067811865476,0.57445616,0,11.6619037896906,0.4212604105472565,9.486832980505138,4.321843004226684,0,0,0
234_F0,17.11724276862369,0.4532941,0,12.0,0.2541394963860511,12.0,10.92160768508911,2,1,1
393_F0,80.89499366462674,0.037241135,0,136.13228860193308,0.1373088587075472,128.09761902549164,20.808164501190184,2,2,2
332_F0,4.0,0.19325976,0,7.071067811865476,0.1552791088819503,31.304951684997057,46.40318374633789,2,2,2
348_F0,7.810249675906654,0.5691889,0,6.082762530298219,0.3896140277385712,5.0,5.620295190811158,0,0,0
243_F0,15.524174696260024,0.40615436,0,20.024984394500787,0.2066937059164047,17.029386365926403,4.43552565574646,0,2,1
365_F0,13.0,0.2559171,0,20.615528128088304,0.0916758209466934,28.0178514522438,37.112731552124025,2,2,2
235_F0,10.816653826391969,0.6545244,0,9.219544457292889,0.4053202956914902,8.602325267042627,3.7388522148132326,0,0,0
069_F0,13.41640786499874,0.45380867,0,11.40175425099138,0.3373010247945786,11.40175425099138,4.190938973426819,0,0,1
265_F0,6.0,0.5484247,0,8.246211251235321,0.3334275126457214,6.0,5.871455669403076,1,0,0
058_F0,2.23606797749979,0.4812793,0,6.4031242374328485,0.3336012065410614,4.47213595499958,3.445356798171997,0,0,1
342_F0,15.132745950421556,0.2967205,0,2.23606797749979,0.2303969323635101,4.47213595499958,7.594020843505859,1,1,2
198_F0,16.0312195418814,0.20015126,0,10.816653826391969,0.2301483184099197,10.295630140987,5.035563254356385,0,1,2
044_F0,70.57619995437555,0.4038702,0,73.92563831310488,0.1889643058180809,75.58438992278762,6.215768527984619,1,2,1
007_F0,61.39218191268331,0.38892162,0,60.63827174318213,0.1219265550374984,41.10960958218893,17.94144401550293,2,2,1
351_F0,17.08800749063506,0.6037805,0,22.09072203437452,0.2896420776844025,21.18962010041709,5.381189489364624,0,1,0
270_F0,11.6619037896906,0.46639934,0,7.071067811865476,0.3287178605794906,6.324555320336759,6.428737449645996,1,0,1
288_F0,16.0312195418814,0.5336025,0,20.09975124224178,0.3186328500509262,18.0,3.497476816177368,0,0,0
380_F0,7.071067811865476,0.4655226,0,3.1622776601683795,0.2766253963112831,7.810249675906654,7.993804168701172,1,1,1
205_F0,7.810249675906654,0.39905956,0,17.0,0.2490712523460388,14.560219778561036,5.27856149673462,0,1,1
132_F0,11.704699910719626,0.49144775,0,8.602325267042627,0.2842878788709641,12.806248474865695,4.579665851593018,0,1,0
397_F0,10.0,0.5813597,0,6.4031242374328485,0.3339533269405365,1.4142135623730951,5.324380779266358,0,0,0
247_F0,26.476404589747453,0.36071816,0,24.08318915758459,0.2272506222128868,23.769728648009423,10.825375080108644,2,1,2
283_F0,2.23606797749979,0.53723353,0,2.8284271247461903,0.3791285812854766,2.23606797749979,4.7491374015808105,0,0,0
396_F0,29.61418578992169,0.42255357,0,25.317977802344327,0.1915176838636398,22.825424421026653,8.038692474365234,1,2,1
346_F0,21.095023109728988,0.29581726,0,12.806248474865695,0.2131892159581184,18.867962264113206,7.058347892761231,1,2,2
286_F0,9.219544457292889,0.38958222,0,8.06225774829855,0.3242288082838058,6.324555320336759,8.053997325897218,1,0,1
295_F0,8.246211251235321,0.508394,0,3.605551275463989,0.3722684353590011,5.0,4.166673135757447,0,0,0
091_F0,14.317821063276352,0.5474224,0,14.212670403551895,0.3019166260957718,18.97366596101028,5.750650310516358,0,1,0
352_F0,6.708203932499369,0.3681595,0,4.47213595499958,0.2921066492795944,6.708203932499369,4.854225134849548,0,1,2
316_F0,81.15417426109393,0.26997778,0,76.55063683601855,0.1790171399712562,74.33034373659252,12.457360649108889,2,2,2
309_F0,11.0,0.49414074,0,9.486832980505138,0.3161608636379241,11.0,5.155153441429138,0,0,0
217_F0,12.806248474865695,0.51014376,0,11.0,0.3019474625587463,13.152946437965904,6.219432163238525,1,1,0
049_F0,22.02271554554524,0.3891101,0,27.16615541441225,0.1641589760780334,47.09564735726647,41.5242416381836,2,2,1
156_F0,15.297058540778355,0.45896006,0,14.866068747318506,0.2951447933912277,14.0356688476182,6.509825706481934,1,1,1
212_F0,20.09975124224178,0.49814293,0,22.360679774997894,0.2532864540815353,21.54065922853801,9.374369812011718,1,1,0
151_F0,27.31300056749533,0.25072712,0,6.082762530298219,0.1559543028473854,5.0,11.22571144104004,2,2,2
305_F0,19.235384061671343,0.37218776,0,12.806248474865695,0.2199537307024002,11.40175425099138,6.952185153961182,1,2,2
119_F0,7.280109889280518,0.26457223,0,7.071067811865476,0.2288603097200393,3.1622776601683795,5.634017467498779,0,1,2
079_F0,37.01351104664349,0.36961347,0,30.4138126514911,0.2848427504301071,29.017236257093817,10.209951972961424,2,1,2
385_F0,10.816653826391969,0.4353903,0,4.47213595499958,0.2310505896806717,1.0,10.140404224395752,2,1,1
394_F0,8.94427190999916,0.4220461,0,7.615773105863909,0.2168712139129638,24.20743687382041,31.982065200805664,2,2,1
375_F0,8.06225774829855,0.4660247,0,4.123105625617661,0.30844646692276,5.385164807134504,5.686482858657837,0,0,1
041_F0,9.848857801796104,0.3289823,0,17.46424919657298,0.1657794637605548,18.867962264113206,11.784029006958008,2,2,2
118_F0,4.123105625617661,0.48662373,0,4.242640687119285,0.3145690500736237,4.0,4.006551837921142,0,0,1
209_F0,29.966648127543397,0.4574187,0,25.0,0.211086755245924,21.213203435596427,13.503958988189698,2,2,1
083_F0,6.4031242374328485,0.55175084,0,4.123105625617661,0.3538607537746429,3.1622776601683795,5.079241466522217,0,0,0
096_F0,39.20459156782532,0.21323416,0,8.602325267042627,0.0824494257103651,7.280109889280518,19.36612520217896,2,2,2
183_F0,12.083045973594572,0.44950497,0,18.867962264113206,0.3094298481941223,14.866068747318506,6.070750617980957,1,0,1
052_F0,23.259406699226016,0.2695263,0,19.026297590440446,0.1605636715888977,8.602325267042627,18.346354293823243,2,2,2
250_F0,29.068883707497267,0.3137655,0,23.0,0.2357556462287902,20.223748416156685,5.430253458023072,0,1,2
073_F0,4.0,0.6583577,0,1.4142135623730951,0.3613129824399948,1.0,3.249104619026184,0,0,0
370_F0,13.152946437965904,0.40830785,0,15.811388300841896,0.2847891062498092,16.278820596099706,3.933969640731811,0,1,1
200_F0,9.219544457292889,0.4626985,0,7.615773105863909,0.2579671263694763,8.602325267042627,8.110208678245545,1,1,1
