uid,S-MHA Error,S-MHA Uncertainty,Testing Fold,E-MHA Error,E-MHA Uncertainty,E-CPV Error,E-CPV Uncertainty,E-CPV Uncertainty bins,E-MHA Uncertainty bins,S-MHA Uncertainty bins
366_F0,37.53664875824692,0.3274053,0,37.8021163428716,0.2680371314287185,35.35533905932738,9.197254085540772,1,1,1
208_F0,112.21853679316978,0.53299,0,84.92938243034621,0.1770528748631477,86.81589716175259,37.858073234558105,2,2,0
318_F0,113.52973178863763,0.11818805,0,117.04699910719626,0.1038221806287765,114.16216536138408,15.754159927368164,2,2,2
195_F0,13.341664064126334,0.38312098,0,17.69180601295413,0.1931329607963562,40.24922359499622,59.71163177490234,2,1,1
194_F0,72.13875518748573,0.4761183,0,68.6804193347711,0.3148176819086075,63.06346010171025,28.05806064605713,2,0,0
336_F0,35.84689665786984,0.1318074,0,25.019992006393608,0.1922761425375938,25.019992006393608,11.283588123321532,1,1,2
329_F0,23.021728866442675,0.29741883,0,24.020824298928627,0.1734553158283233,23.021728866442675,13.639401912689207,1,2,2
399_F0,20.248456731316587,0.24732898,0,32.7566787083184,0.2321171440184116,31.304951684997057,9.414626002311708,1,1,2
013_F0,15.556349186104043,0.4257556,0,18.867962264113206,0.2165341794490814,19.026297590440446,28.19800033569336,2,1,0
125_F0,15.652475842498529,0.53426886,0,26.248809496813376,0.3634260833263397,27.018512172212592,7.274501609802246,0,0,0
252_F0,39.82461550347976,0.20978224,0,48.27007354458868,0.1286493688821792,28.42534080710379,35.44354438781738,2,2,2
203_F0,25.495097567963924,0.32824796,0,21.37755832643195,0.1644486904144287,17.4928556845359,12.912560367584229,1,2,1
114_F0,33.301651610693426,0.18872228,0,32.526911934581186,0.1210052579641342,15.264337522473747,41.19286575317383,2,2,2
061_F0,24.413111231467404,0.35554644,0,24.839484696748443,0.2789395809173584,18.601075237738275,14.634006690979003,1,0,1
248_F0,58.137767414994535,0.3214294,0,31.76476034853718,0.1647332355380058,21.54065922853801,37.44286918640137,2,2,1
064_F0,8.94427190999916,0.4929534,0,8.602325267042627,0.281323629617691,10.44030650891055,6.1033682346344,0,0,0
234_F0,33.94112549695428,0.44271126,0,40.60788100849391,0.2457170963287353,43.139309220245984,14.313784980773926,1,1,0
393_F0,30.479501308256346,0.13510738,0,28.231188426986208,0.2420031696557998,24.186773244895647,12.892370796203611,1,1,2
332_F0,4.123105625617661,0.28992543,0,4.242640687119285,0.2397613406181335,2.23606797749979,6.567399311065674,0,1,2
348_F0,14.317821063276352,0.39875212,0,16.492422502470642,0.1562497474253177,46.647615158762406,39.38211975097656,2,2,1
243_F0,25.0,0.30396953,0,39.6232255123179,0.1683433279395103,31.064449134018133,18.38211045265198,2,2,1
365_F0,27.80287754891569,0.32414094,0,16.278820596099706,0.2081240326166153,15.264337522473747,10.690048217773438,1,1,1
235_F0,1897.7718514089092,-0.3241386,0,30.01666203960727,0.0338055282831192,743.2307851535753,925.5453369140624,2,2,2
069_F0,14.560219778561036,0.4734999,0,11.180339887498947,0.3406476378440857,7.810249675906654,7.151044750213623,0,0,0
265_F0,28.653097563788805,0.11407428,0,23.600847442411894,0.143314678966999,24.413111231467404,8.763674974441528,1,2,2
058_F0,25.079872407968907,0.5343374,0,26.019223662515376,0.289768299460411,18.384776310850235,6.313823223114014,0,0,0
342_F0,41.23105625617661,0.43287602,0,34.9857113690718,0.3317780375480652,36.89173349139343,5.9613847732543945,0,0,0
198_F0,39.84971769034255,0.29140052,0,11.40175425099138,0.0919956594705581,12.806248474865695,42.578376388549806,2,2,2
044_F0,59.81638571495272,0.17646064,0,33.12099032335839,0.2224963203072548,37.44329045369811,12.12617621421814,1,1,2
007_F0,51.884487084291386,0.40134394,0,41.67733196834941,0.3733794510364532,44.94441010848846,5.238249564170838,0,0,1
351_F0,20.615528128088304,0.49368224,0,23.345235059857504,0.205735957622528,36.22154055254967,37.30871810913086,2,1,0
270_F0,12.16552506059644,0.40727317,0,16.492422502470642,0.3402073383331299,13.038404810405298,6.416088581085205,0,0,1
288_F0,42.485291572496,0.46709028,0,36.359317925395686,0.3724822700023651,35.84689665786984,8.584316492080688,1,0,0
380_F0,17.029386365926403,0.24834996,0,20.615528128088304,0.1106238946318626,2.8284271247461903,30.696099853515623,2,2,2
205_F0,19.235384061671343,0.17921047,0,26.92582403567252,0.1991830185055732,20.223748416156685,15.573159408569335,1,1,2
132_F0,3.1622776601683795,0.4818453,0,7.810249675906654,0.4114738285541534,5.385164807134504,2.731947326660156,0,0,0
397_F0,77.87810988975015,0.53036636,0,62.43396511515186,0.2116448178887367,56.859475903318,12.11167116165161,1,1,0
247_F0,65.0,0.15752761,0,32.802438933713454,0.1547210775315761,35.22782990761707,19.878749895095822,2,2,2
283_F0,25.495097567963924,0.5292674,0,19.313207915827967,0.3876123011112213,20.12461179749811,5.960227298736572,0,0,0
396_F0,11.6619037896906,0.5636999,0,9.219544457292889,0.3259192436933517,8.48528137423857,6.497337818145752,0,0,0
346_F0,11.31370849898476,0.6887626,0,12.041594578792296,0.4802195727825165,9.899494936611664,4.375074076652527,0,0,0
286_F0,11.0,0.31969652,0,6.4031242374328485,0.3241337031126022,6.708203932499369,9.58736686706543,1,0,1
295_F0,27.586228448267445,0.49000633,0,21.37755832643195,0.3318499326705932,21.095023109728988,8.036832904815673,0,0,0
091_F0,80.1311425102625,0.017307762,0,27.29468812791236,0.09645706564188,28.284271247461906,29.606134939193726,2,2,2
352_F0,14.317821063276352,0.47584206,0,23.08679276123039,0.3774513900279999,21.18962010041709,5.188721132278443,0,0,0
316_F0,20.248456731316587,0.39663756,0,19.92485884517128,0.2958885073661804,21.02379604162864,9.852341175079346,1,0,1
309_F0,51.62363799656123,0.37016773,0,39.698866482558415,0.2074327558279037,34.20526275297414,13.474551582336426,1,1,1
217_F0,9.0,0.28515807,0,10.04987562112089,0.2462432414293289,5.0990195135927845,8.83085823059082,1,1,2
049_F0,24.33105012119288,0.26875174,0,17.26267650163207,0.1889205753803253,19.1049731745428,16.842199993133544,2,2,2
156_F0,70.7248188403477,0.3826616,0,68.59300255857006,0.251432304084301,69.35416353759881,8.357946681976319,0,1,1
212_F0,11.180339887498947,0.4067015,0,13.92838827718412,0.1982691496610641,16.278820596099706,17.6674241065979,2,1,1
151_F0,2.8284271247461903,0.34012112,0,9.0,0.2059058994054794,12.16552506059644,12.40274419784546,1,1,1
305_F0,32.31098884280702,0.23599967,0,21.633307652783937,0.2257378578186035,23.021728866442675,10.483601379394532,1,1,2
119_F0,39.56008088970496,0.4026797,0,38.91015291668744,0.1095264345407485,12.727922061357855,28.055621814727782,2,2,1
079_F0,39.96248240537617,0.26255953,0,41.04875150354759,0.2992430061101913,41.340053217188775,5.183699584007263,0,0,2
385_F0,17.4928556845359,0.33843058,0,7.071067811865476,0.3783358454704285,7.071067811865476,6.294811534881592,0,0,1
394_F0,65.0,0.30793276,0,67.20119046564577,0.1537865877151489,66.73080248281148,47.021056747436525,2,2,1
375_F0,40.8166632639171,0.29263487,0,15.811388300841896,0.1336093753576278,22.56102834535696,24.60539779663086,2,2,2
041_F0,41.77319714841085,0.35185096,0,54.57105459856901,0.217679263651371,58.05170109479997,13.063486909866333,1,1,1
