uid,S-MHA Error,S-MHA Uncertainty,Testing Fold,E-MHA Error,E-MHA Uncertainty,E-CPV Error,E-CPV Uncertainty,E-CPV Uncertainty bins,E-MHA Uncertainty bins,S-MHA Uncertainty bins
366_F0,15.0,0.25904584,0,14.7648230602334,0.2564893960952759,11.6619037896906,4.606801462173462,0,0,1
208_F0,77.10382610480494,0.5072533,0,75.50496672405067,0.1014506578445434,55.44366510251645,51.3144645690918,2,2,0
318_F0,20.396078054371134,0.3146824,0,11.704699910719626,0.2905167698860168,13.152946437965904,6.735663986206054,0,0,0
195_F0,17.69180601295413,0.2315137,0,26.419689627245813,0.2175693899393081,14.212670403551895,9.802480030059815,1,1,2
194_F0,78.23042886243178,0.4469264,0,79.40403012442127,0.0893852770328521,7.211102550927978,85.80840911865235,2,2,0
336_F0,21.37755832643195,0.19878443,0,20.09975124224178,0.1895528852939605,25.019992006393608,7.71905255317688,1,2,2
329_F0,28.635642126552707,0.27638915,0,17.11724276862369,0.2220848649740219,18.24828759089466,8.482364940643311,1,1,1
399_F0,31.827660925679098,0.25852144,0,34.058772731852805,0.1838245093822479,21.470910553583888,27.543222999572755,2,2,1
013_F0,13.892443989449804,0.33876696,0,11.180339887498947,0.2301866233348846,13.152946437965904,9.02390651702881,1,1,0
125_F0,7.211102550927978,0.28228468,0,9.055385138137416,0.2272524565458297,3.1622776601683795,7.221303367614746,1,1,1
252_F0,5.0990195135927845,0.28379288,0,12.806248474865695,0.2646026760339737,9.219544457292889,4.938877916336059,0,0,1
203_F0,2.23606797749979,0.26429215,0,3.1622776601683795,0.213555896282196,2.23606797749979,7.415805339813232,1,1,1
114_F0,24.166091947189145,0.32454336,0,22.825424421026653,0.2571720868349075,21.095023109728988,5.269046115875244,0,0,0
061_F0,15.524174696260024,0.28159708,0,5.0,0.2641388446092605,7.071067811865476,4.474803614616394,0,0,1
248_F0,12.529964086141668,0.20666334,0,11.180339887498947,0.2263519734144211,15.0,7.966345357894897,1,1,2
064_F0,5.0990195135927845,0.28314152,0,4.242640687119285,0.1846250236034393,24.33105012119288,34.13370227813721,2,2,1
234_F0,7.211102550927978,0.17365046,0,7.280109889280518,0.2093732133507728,7.615773105863909,10.553210639953614,1,1,2
393_F0,96.89685237405806,0.16651466,0,18.027756377319943,0.2053329885005951,29.73213749463701,27.04555988311768,2,2,2
332_F0,12.041594578792296,0.33940163,0,18.601075237738275,0.2426007956266403,15.811388300841896,9.030462169647215,1,1,0
348_F0,21.095023109728988,0.23162462,0,5.830951894845301,0.2060753434896469,15.556349186104043,13.530734062194824,2,2,2
243_F0,13.0,0.2852709,0,12.16552506059644,0.2728031575679779,11.40175425099138,6.253843879699707,0,0,1
365_F0,36.12478373637688,0.1929043,0,23.43074902771996,0.1919493854045867,22.67156809750927,11.433098459243777,2,2,2
