uid,S-MHA Error,S-MHA Uncertainty,Testing Fold,E-MHA Error,E-MHA Uncertainty,E-CPV Error,E-CPV Uncertainty,E-CPV Uncertainty bins,E-MHA Uncertainty bins,S-MHA Uncertainty bins
366_F0,10.295630140987,0.5468444,0,12.041594578792296,0.3492158502340317,16.0,6.044803237915039,2,2,1
208_F0,11.40175425099138,0.32652494,0,10.63014581273465,0.3212023138999939,20.024984394500787,38.00704841613769,2,2,2
318_F0,8.06225774829855,0.70505494,0,6.082762530298219,0.4182183027267456,7.280109889280518,5.971250772476196,2,1,0
195_F0,6.324555320336759,0.59043527,0,5.0,0.458237874507904,4.242640687119285,4.413704109191895,1,0,0
194_F0,49.72926703662542,0.55215776,0,63.38769596696192,0.071532267332077,504.620649597299,566.6416809082032,2,2,1
336_F0,5.0990195135927845,0.663932,0,7.211102550927978,0.4467037260532379,3.605551275463989,5.224621105194092,1,0,0
329_F0,10.0,0.67295575,0,6.082762530298219,0.4228121787309646,5.0,7.458418655395508,2,1,0
399_F0,25.495097567963924,0.4330219,0,23.769728648009423,0.3024358510971069,18.68154169226941,6.467726230621338,2,2,2
013_F0,10.63014581273465,0.60455465,0,8.54400374531753,0.4356782168149948,7.280109889280518,2.749860215187073,0,0,0
125_F0,4.123105625617661,0.44941872,0,7.211102550927978,0.2884467214345932,7.810249675906654,8.980417919158935,2,2,2
252_F0,11.180339887498947,0.54083455,0,9.848857801796104,0.4573259234428405,7.615773105863909,3.319251203536987,0,0,1
203_F0,6.4031242374328485,0.4848668,0,8.54400374531753,0.3358296334743499,12.041594578792296,6.847492790222168,2,2,2
114_F0,4.47213595499958,0.6091349,0,0.0,0.4725378632545471,4.123105625617661,4.590638446807861,1,0,0
061_F0,9.486832980505138,0.59173644,0,10.0,0.4526283323764801,7.280109889280518,5.8130909442901615,2,0,0
248_F0,8.54400374531753,0.56026506,0,5.830951894845301,0.4652247548103332,5.830951894845301,2.0,0,0,1
064_F0,15.132745950421556,0.5689262,0,5.0,0.4268922924995422,7.071067811865476,5.432439804077148,1,0,0
234_F0,21.02379604162864,0.5815464,0,19.92485884517128,0.4771107375621796,22.20360331117452,2.8186737537384032,0,0,0
393_F0,86.03487664894976,0.26979235,0,25.059928172283332,0.2222972601652145,21.18962010041709,30.31432189941406,2,2,2
332_F0,14.142135623730953,0.45344755,0,12.649110640673518,0.3384685099124908,11.180339887498947,4.41049542427063,1,2,2
348_F0,3.605551275463989,0.49046633,0,4.123105625617661,0.3847588956356048,3.0,3.44714903831482,0,1,2
243_F0,5.656854249492381,0.562088,0,3.605551275463989,0.4523580968379974,2.23606797749979,4.598375844955444,1,0,1
365_F0,10.0,0.56272686,0,5.830951894845301,0.3792901933193207,9.433981132056603,3.7335618019104,0,1,1
235_F0,10.816653826391969,0.3622169,0,15.811388300841896,0.2941543966531753,15.264337522473747,11.397538089752198,2,2,2
069_F0,4.123105625617661,0.5456649,0,5.0,0.4398635327816009,5.0,2.425798034667969,0,0,1
265_F0,10.44030650891055,0.6090449,0,9.219544457292889,0.4473407179117202,12.36931687685298,3.8500216007232666,0,0,0
058_F0,5.0,0.6859799,0,4.123105625617661,0.4898271381855011,5.385164807134504,4.798977303504944,1,0,0
342_F0,11.180339887498947,0.44284734,0,17.26267650163207,0.3931584417819976,16.278820596099706,4.547775363922119,1,1,2
198_F0,19.1049731745428,0.4536715,0,23.08679276123039,0.4024640083312988,21.02379604162864,3.7880126953125,0,1,2
044_F0,5.830951894845301,0.29785088,0,5.0,0.2699563682079315,2.23606797749979,3.725940680503845,0,2,2
007_F0,13.038404810405298,0.5730468,0,9.848857801796104,0.356828099489212,12.041594578792296,3.575410842895508,0,2,0
